Date,Location,Link,lat,long
4/24/17,"7900 S Exchange Ave, Chicago, IL 60617",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170424-story.html,41.75168,-87.55315
4/24/17,"7900 S Exchange Ave, Chicago, IL 60617",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170424-story.html,41.75168,-87.55315
3/30/17,"7102 S Yates Blvd, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170330-story.html,41.75174832,-87.56846756
1/21/17,"7900 S Exchange Ave, Chicago, IL 60617",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,41.75177246,-87.55294025
3/18/17,"2500 E 79th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170318-story.html,41.75181605,-87.56360672
3/18/17,"2500 E 79th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170318-story.html,41.75181605,-87.56360672
2/5/17,"7900 S Woodlawn Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170205-story.html,41.75187683,-87.5959549
1/21/17,"7900 S Woodlawn Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,41.75187683,-87.5959549
1/21/17,"7900 S Woodlawn Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,41.75187683,-87.5959549
6/1/17,"7800 S Hermitage Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170601-story.html,41.75195,-87.66745
2/20/17,"7800 S Marshfield Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170220-story.html,41.75198364,-87.66504669
5/24/17,"2900 E 79th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170524-story.html,41.75216,-87.55375
5/18/17,"7800 S State St, Chicago, IL 60619",,41.75264195,-87.62468645
6/2/17,"7800 S Champlain Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170602-story.html,41.75286,-87.60926
4/12/17,7700 S. Spaulding Ave. ,http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-austin-neighborhood-20170412-story.html,41.75325775,-87.70529175
5/30/17,"7700 S Sawyer Ave, Chicago, IL 60652",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.75328,-87.70406
5/30/17,"7700 S Sawyer Ave, Chicago, IL 60652",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.75328,-87.70406
4/2/17,"7800 S Kingston Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170402-story.html,41.75332642,-87.56297302
6/6/17,"7800 S Kingston Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-story.html,41.75333,-87.56294
1/30/17,"7700 S Paulina St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170130-story.html,41.75378799,-87.66630554
6/10/17,"7700 S Throop St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170610-story.html,41.75397,-87.65587
1/21/17,"7700 S Racine Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170121-story.html,41.75400543,-87.65427399
1/28/17,"7700 S Sangamon St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-man-shot-in-back-in-south-shore-neighborhood-20170128-story.html,41.75408936,-87.64811707
6/11/17,"7700 S Sangamon St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence20170611-story.html,41.75409,-87.64809
1/19/17,"7700 S Michigan Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html,41.754497,-87.621932
1/10/17,"7700 S Indiana Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-shooting-violence-20170109-story.html,41.7545433,-87.62032318
5/27/17,"7700 S Cottage Grove Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170527-story.html,41.75478218,-87.60534747
6/17/17,"600 E 77th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170617-story.html,41.75489651,-87.60995685
5/2/17,"7800 S South Shore Dr, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170502-story.html,41.7549,-87.55169
5/29/17,"7700 S East End Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.75496,-87.58373
2/12/17,"7700 S Cregier Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170212-story.html,41.75505066,-87.58131409
5/24/17,"7700 S Marquette Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170524-story.html,41.75532213,-87.55856724
3/26/17,"7600 S Winchester Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-gresham-neighborhood-delayed-homicide-20170429-story.html,41.75557709,-87.67242432
1/21/17,"7600 S Bishop St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-back-of-the-yards-20170120-story.html,41.75572586,-87.66080475
3/7/17,"7600 S May St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.7558403,-87.65301514
3/7/17,"7600 S May St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.7558403,-87.65301514
3/7/17,"7600 S May St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.7558403,-87.65301514
3/7/17,"7600 S May St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.7558403,-87.65301514
3/7/17,"1359 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170306-story.html,41.75587423,-87.65762419
3/7/17,"1359 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170306-story.html,41.75587423,-87.65762419
2/19/17,"7600 S Peoria St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170219-story.html,41.7559319,-87.64666602
3/7/17,"1119 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170306-story.html,41.75594129,-87.65229598
3/26/17,"903 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170325-story.html,41.75602108,-87.64685042
3/26/17,"903 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170325-story.html,41.75602108,-87.64685042
3/26/17,"903 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170325-story.html,41.75602108,-87.64685042
2/17/17,"800 W 76th St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170217-story.html,41.75613508,-87.6443734
3/7/17,"7600 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.75629131,-87.62478389
2/22/17,"7600 S Champlain Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-man-61-found-shot-dead-in-garage-in-south-lawndale-20170222-story.html,41.75652695,-87.60934448
2/22/17,"7600 S Champlain Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-man-61-found-shot-dead-in-garage-in-south-lawndale-20170222-story.html,41.75652695,-87.60934448
1/23/17,"7600 S Cottage Grove Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170123-story.html,41.75657654,-87.60572052
6/24/17,"7600 S Stony Island Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170623-story.html,41.75678,-87.58645
1/27/17,"7600 S Stony Island Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170127-story.html,41.75678253,-87.58647919
6/6/17,"7600 S Exchange Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-story.html,41.75683,-87.55818
6/10/17,"7600 S Merrill Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170610-story.html,41.75693,-87.57278
2/1/17,"7600 S Kingston Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violoence-20170201-story.html,41.75708257,-87.56272897
6/10/17,"7500 S Carpenter St, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170610-story.html,41.75752,-87.65061
3/6/17,"7600 S Coles Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170306-story.html,41.75793551,-87.55668059
6/24/17,"7500 S Wentworth Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170623-story.html,41.75801,-87.63008
1/16/17,"7500 S Wentworth Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170115-story.html,41.75801086,-87.63009644
3/17/17,"7500 S Perry Ave, Chicago, IL 60620",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170316-story.html,41.75805286,-87.6280582
3/11/17,"537 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170311-story.html,41.7582283,-87.61115265
3/11/17,"537 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170311-story.html,41.7582283,-87.61115265
4/22/17,"2800 E 76th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170422-story.html,41.7583,-87.5568
1/28/17,"2800 E 76th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-man-shot-in-back-in-south-shore-neighborhood-20170128-story.html,41.75831223,-87.5568161
1/3/17,"7500 S St Lawrence Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,41.75836198,-87.61029728
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
1/25/17,"500 E 75th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170125-story.html,41.75868225,-87.61230469
3/30/17,"7500 S Luella Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170330-story.html,41.75881192,-87.57008694
2/12/17,"2462 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170212-story.html,41.75905801,-87.564172
2/12/17,"2462 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170212-story.html,41.75905801,-87.564172
2/20/17,"W 74th St & S Damen Ave, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170220-story.html,41.75935976,-87.67341033
3/30/17,"2700 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170330-story.html,41.76014709,-87.55862427
3/30/17,"2700 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170330-story.html,41.76014709,-87.55862427
3/30/17,"2700 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170330-story.html,41.76014709,-87.55862427
3/30/17,"2704 E 75th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170330-story.html,41.7602272,-87.55847168
2/19/17,"7400 S Kenwood Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170219-story.html,41.76041031,-87.59240723
4/12/17,"7400 S Chappel Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-austin-neighborhood-20170412-story.html,41.7604332,-87.57518005
2/25/17,"7400 S Baldwin Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170225-story.html,41.76054262,-87.57860899
2/25/17,"7400 S Baldwin Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170225-story.html,41.76054262,-87.57860899
2/25/17,"7400 S Baldwin Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170225-story.html,41.76054262,-87.57860899
5/29/17,"1500 E 74th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.76060497,-87.58821614
5/29/17,"1500 E 74th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.76060497,-87.58821614
5/29/17,"1500 E 74th St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170529-story.html,41.76060497,-87.58821614
3/26/17,"7400 S Phillips Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170326-story.html,41.76062775,-87.56516266
5/14/17,"7317 S Union Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170514-story.html,41.76102,-87.64151
5/16/17,"2500 W 73rd St, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-20170515-story.html,41.76104347,-87.68576451
6/4/17,"2600 E 74th St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170604-story.html,41.76116,-87.56177
4/30/17,"7300 S Racine Ave, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170430-story.html,41.76127,-87.65434
2/21/17,"7300 S May St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170221-story.html,41.76127243,-87.65315247
3/7/17,"7300 S Aberdeen St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.76130168,-87.65164621
2/18/17,"7300 S Aberdeen St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-off-duty-cook-county-sheriff-shot-20170218-story.html,41.76130168,-87.65164621
1/15/17,"7300 S Union Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html,41.761451,-87.642227
2/23/17,"3500 W 72nd Pl, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170223-story.html,41.76179886,-87.71029663
3/7/17,"7300 S University Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shooting-violence-20170307-story.html,41.76217651,-87.59732056
3/1/17,"7200 S Lawndale Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170301-story.html,41.76222992,-87.71533966
4/26/17,"7300 S Dante Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170426-story.html,41.76225,-87.59001
2/2/17,"7300 S Dante Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170202-story.html,41.76225281,-87.59002686
2/2/17,"7300 S Dante Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170202-story.html,41.76225281,-87.59002686
6/6/17,"7300 S Jeffery Blvd, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-story.html,41.76237208,-87.57627701
1/13/17,"7200 S Washtenaw Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-west-side-shooting-20170113-story.html,41.76261902,-87.69087982
3/18/17,"7200 S Talman Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170318-story.html,41.762641,-87.689659
4/1/17,"7200 S Paulina St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170401-story.html,41.76293564,-87.66654968
3/18/17,"7200 S Paulina St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170318-story.html,41.76293564,-87.66654968
3/24/17,"1700 W 72nd St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170324-story.html,41.7631048,-87.66636349
3/24/17,"1700 W 72nd St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170324-story.html,41.7631048,-87.66636349
4/16/17,"7200 S Green St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170416-story.html,41.76323318,-87.6459198
3/17/17,"7145 S Washtenaw Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170317-story.html,41.76324463,-87.69019318
4/16/17,"7200 S Halsted St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170416-story.html,41.76325226,-87.64473724
1/19/17,"7152 S Carpenter St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html,41.76354218,-87.65078735
5/11/17,"7200 S Dorchester Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170511-story.html,41.763927,-87.591675
3/4/17,"7200 S Blackstone Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170304-story.html,41.76408112,-87.58855328
2/17/17,"1400 W 71st Pl, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170217-story.html,41.76433563,-87.65914154
2/6/17,"2400 W 71st St, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170206-story.html,41.76473022,-87.68342569
6/25/17,"2000 W 71st St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170625-story.html,41.76483994,-87.67372224
4/27/17,"7100 S Union Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170426-story.html,41.76508,-87.64195
2/12/17,"7100 S Cyril Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-overnight-violence-20170212-story.html,41.76510237,-87.57700033
5/16/17,"1700 E 71st Pl, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170516-story.html,41.76521824,-87.58223762
6/15/17,"7100 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170615-story.html,41.7652419,-87.62496624
5/28/17,"7100 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-memorial-day-weekend-shootings-violence-20170527-story.html,41.7652419,-87.62496624
4/4/17,"7100 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170403-story.html,41.76524252,-87.62496829
4/4/17,"7100 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170403-story.html,41.76524252,-87.62496829
2/15/17,"7100 S State St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html,41.76524252,-87.62496829
6/2/17,"7100 S Michigan Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170601-story.html,41.76529,-87.62215
6/10/17,"7100 S Vincennes Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170610-story.html,41.76537397,-87.62802508
1/31/17,"900 W 71st St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/-ct-chicago-violence-shootings-20170131-story.html,41.76542664,-87.64703369
1/1/17,"200 W 71st St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20161231-story.html,41.76548056,-87.6299458
2/18/17,"7100 S Rhodes Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170218-story.html,41.76553726,-87.61197662
2/18/17,"7100 S Rhodes Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170218-story.html,41.76553726,-87.61197662
3/30/17,"7102 S Yates Blvd, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170330-story.html,41.76566899,-87.56656051
4/10/17,"400 E 71st St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-20170410-story.html,41.76576756,-87.61507764
4/10/17,"400 E 71st St, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-20170410-story.html,41.76576756,-87.61507764
5/16/17,"7100 S Stony Island Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170516-story.html,41.76581205,-87.58636689
1/19/17,"7100 S Woodlawn Ave, Chicago, IL 60619",http://www.chicagotribune.com/news/local/breaking/ct-man-seriously-wounded-in-shooting-in-englewood-20170119-story.html,41.76584244,-87.59621429
4/26/17,"7100 S Merrill Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170426-story.html,41.76598079,-87.57269108
3/9/17,"7100 S Aberdeen St, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170309-story.html,41.76615906,-87.65206909
2/14/17,"2000 E 71st St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170214-story.html,41.76629193,-87.57611521
1/30/17,"2000 E 71st St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/-chicago-shootings-violence-20170130-story.html,41.76629193,-87.57611521
3/17/17,"2100 E 71st St, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170317-story.html,41.76641464,-87.57360077
4/17/17,"7050 S Chappel Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170417-story.html,41.76645,-87.57531
4/17/17,"7050 S Chappel Ave, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170417-story.html,41.76645,-87.57531
3/16/17,"7000 S Damen Ave, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170316-story.html,41.76650181,-87.67363764
1/14/17,"1900 W 70th St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170114-story.html,41.76669493,-87.67131351
3/17/17,"7000 S Racine Ave, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170317-story.html,41.76671219,-87.6545105
6/21/17,"7000 S Parnell Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-first-day-of-summer-break-gunfire-20170622-story.html,41.76684,-87.63874
1/26/17,"7000 S Princeton Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-teenage-boy-seriously-wounded-in-south-side-shooting-20170126-story.html,41.76706173,-87.63232559
4/30/17,"7000 S Indiana Ave, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170430-story.html,41.76719,-87.6206
6/16/17,"7000 S State St, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-violence-chicago-shootings-20170616-story.html,41.76719342,-87.62501257
3/11/17,"7000 S Wabash Ave, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170311-story.html,41.7672081,-87.62365723
5/20/17,"7000 S Dr Martin Luther King Jr Dr, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170520-story.html,41.76738215,-87.61535733
1/2/17,"7000 S Harper Ave, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170102-story.html,41.76766968,-87.58837891
4/4/17,"7000 S Dorchester Ave, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170404-story.html,41.76771164,-87.59199524
2/15/17,"7000 S Jeffery Blvd, Chicago, IL 60649",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170215-story.html,41.76783219,-87.57640623
4/24/17,"6912 S Honore St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170424-story.html,41.76789209,-87.67002709
4/24/17,"6912 S Honore St, Chicago, IL 60636",http://www.chicagotribune.com/news/local/breaking/ct-chicago-violence-shootings-20170424-story.html,41.76789209,-87.67002709
3/4/17,"1500 E 70th St, Chicago, IL 60637",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170304-story.html,41.76791668,-87.58774661
5/15/17,"6900 S Maplewood Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-shootings-violence-20170515-story.html,41.76812138,-87.68707388
4/15/17,"6900 S Artesian Ave, Chicago, IL 60629",http://www.chicagotribune.com/news/local/breaking/ct-chicago-shootings-violence-20170415-story.html,41.76816143,-87.68463403
1/3/17,"6900 S Lafayette Ave, Chicago, IL 60621",http://www.chicagotribune.com/news/local/breaking/ct-three-shot-and-seriously-injured-in-east-garfield-park-20170103-story.html,41.768283,-87.627098
